"id","DistrictCode","District","BlockCode","Block","VillageCode","Village","HabitationCode","Habitation","createdBy"
"080ed3c6-13d6-4c12-9c5a-406231b1b854","20","Madurai","6","MADURAI WEST","25","VAGAIKULAM","1","Ramalingapuram",""
"0836546e-60a3-4eaa-9d7c-dfb6c88569f0","20","Madurai","7","Melur","11","KEERANUR","3","M.g.r.nagar",""
"08489cc4-dd8b-4482-9198-d97ba44ccd7c","20","Madurai","9","T.KALLUPATTI","10","KENJAMPATTY","2","Kandiyathevanpatti",""
"08742b49-49e5-4c41-a041-045b53d2417a","20","Madurai","3","Kallikudi","5","KALLIKUDI","2","Alankarapuram",""
"0888cd68-6f13-4383-b8ad-32ae0d05ab29","20","Madurai","4","Kottampatti","21","SENNAKARAMPATTI","7","Kunjukaranthanpatti",""
"0889387d-17ab-428b-87df-766e781cd8db","20","Madurai","4","Kottampatti","9","KATCHIRAYANPATTI","10","Palgudi",""
"088ac3c1-b7e5-4e4c-90f4-f01e4baf2fa6","20","Madurai","5","MADURAI EAST","7","ELAMANUR","3","Elamanur ad colony",""
"08daac55-2ecf-4a64-93a5-70f45621f1aa","20","Madurai","4","Kottampatti","27","VANJINAGRAM","8","Melnattarmangalam",""
"090ecdd5-ac79-4721-b17b-a507f6c73317","20","Madurai","12","USILAMPATTI","5","KALLUTHU","2","K.perumalpatti",""
"091ea100-7cb0-4035-bc9a-b2a173b59442","20","Madurai","5","MADURAI EAST","18","MANGULAM","3","Maraikayarpatti",""
"092dab9d-daac-4590-a209-543a3346060b","20","Madurai","7","Melur","9","KEELAVALAVU","7","Vaachampatti",""
"0932c933-eaf4-44c3-a600-432f0a7373a7","20","Madurai","2","Chellampatti","27","VALANTHUR","4","Sakkaraipatti",""
"09571570-fa1d-4b3e-a7cf-20b0a2f27763","20","Madurai","4","Kottampatti","9","KATCHIRAYANPATTI","3","Kallampatti",""
"09aec557-f683-4656-a9d5-99347d544457","20","Madurai","10","Thirumangalam","34","URAPPANUR","1","Indirakalani",""
"0a004374-6ea4-4f7b-9125-5b2f24d60235","20","Madurai","7","Melur","18","NAVINIPATTI","5","Perumalpatti",""
"0a427b91-5221-431b-a230-8ee0e2603d69","20","Madurai","2","Chellampatti","28","VEPPANOOTHU","9","Othaparaipatti",""
"0a5a5544-51ae-4386-a3c5-5e72a80992ab","20","Madurai","3","Kallikudi","29","THIRUMAL","2","T.pudupatti",""
"0a74a6db-7453-4f0d-a8c0-124393c2cbf6","20","Madurai","11","THIRUPPARANKUNDRAM","6","KODIMANGALAM","2","Kodimangalam",""
"0a7cbcc5-0b95-4610-a1e0-9dfebfd152d9","20","Madurai","5","MADURAI EAST","7","ELAMANUR","6","Ranimangammal nagar",""
"0a8e6fb6-ba2c-488a-bb4a-69e66e10210d","20","Madurai","11","THIRUPPARANKUNDRAM","27","SOORAKKULAM","1","Pudukulam 3rd pit",""
"0a963467-692f-45dc-a377-71db50f183fa","20","Madurai","8","SEDAPATTI","1","ATHANKARAIPATTI","1","Athankaraipatti",""
"0ac2f5fc-b970-4365-b70e-d0160446f6e3","20","Madurai","2","Chellampatti","6","KARUMATHUR","7","Kasinathapuram",""
"0ac7358a-b729-4602-a49d-a692ff2cb6c1","20","Madurai","1","Alanganallur","18","KUTTIMEIKKIPATTI","2","Kovilur",""
"0aeccd0d-be7a-4264-a3a0-db3c723d61e2","20","Madurai","4","Kottampatti","20","SEKKIPATTI","1","Alampatti",""
"0aefaa90-2a42-4171-8c11-a8ceec6e00c1","20","Madurai","5","MADURAI EAST","6","EDAYAPATTI","2","Indira Colony",""
"0b03b1b0-61b3-46aa-b680-6f630aaaf2c9","20","Madurai","11","THIRUPPARANKUNDRAM","17","PANAIYUR","1","Kallambal",""
"0b05df57-9297-49e7-b971-3f7b5e0b72ad","20","Madurai","5","MADURAI EAST","3","ARUMBANUR","13","Yannaimalai quory",""
"0b1ac5d7-da35-44f8-a457-df26bd984798","20","Madurai","13","VADIPATTI","18","SEMINIPATTI","2","Pillaiyar palayam",""
"0b43d2bb-08d3-4998-94d0-b0bc3fcbc75b","20","Madurai","10","Thirumangalam","37","VIDATHAKULAM","3","Vidathakulam",""
"0ba65fc3-e5fe-4728-8644-b36146b77acc","20","Madurai","9","T.KALLUPATTI","21","P. MUTHULINGAPURAM","2","P.annanagar",""
"0bade4de-f568-4f6b-bd87-f7a3ec0ca9cc","20","Madurai","9","T.KALLUPATTI","29","S. ARASAPATTY","6","S.krishnapuram",""
"0bc4b115-dd57-4766-9f41-caaf7d3a22d5","20","Madurai","5","MADURAI EAST","22","OTHAKADAI","8","Othakadai",""
"0be62517-8846-4854-ad45-207455f2e987","20","Madurai","4","Kottampatti","2","AYYAPATTI","1","Ayyapatti",""
"0c1351e2-780d-48e1-a840-58dc9d245db0","20","Madurai","7","Melur","3","AMOOR","3","Kilavikulam",""
"0c14e488-3cd1-4d10-9c2c-d12cf5f385d5","20","Madurai","8","SEDAPATTI","24","SOOLAPURAM","2","Kunnuvarpatty",""
"0c1f1982-7f30-4a65-9f81-e37262a3cbde","20","Madurai","5","MADURAI EAST","32","TAMARAIPATTI","2","Kayampatty medu",""
"0c4dfd74-f4d7-41fd-8b73-487a15d82b3f","20","Madurai","12","USILAMPATTI","2","DOTTAPPANAIKANUR","1","Ambasamudram",""
"0c4f4224-48c8-4b22-93ed-d49d045008ad","20","Madurai","5","MADURAI EAST","9","ISALANI","3","Sevalpatty",""
"0c81e071-a498-4fd2-ade2-f0280e0eb872","20","Madurai","9","T.KALLUPATTI","30","S. KEELAPATTY","1","S. keelapatty",""
"0cc02628-b44a-4d65-a479-85cf3cbd1549","20","Madurai","2","Chellampatti","29","VIKRAMANGALAM","11","V. Chekkankovilpatti colony ",""
"0cd200bb-1d87-4066-8721-544948dde840","20","Madurai","1","Alanganallur","5","AYYANKOTTAI","1","Ayyankottai",""
"0cf8fceb-7554-4c89-8ecf-34fc6b809e5e","20","Madurai","9","T.KALLUPATTI","4","CHINNAPOOLAMPATTY","1","Chinnapoolampatty",""
"0d129d0b-83aa-4162-9bcd-e8a87e7f7f16","20","Madurai","5","MADURAI EAST","3","ARUMBANUR","2","Alagunatchiyapuram",""
"0d1e8f63-ac7a-41f6-92ee-a1bb50575415","20","Madurai","12","USILAMPATTI","12","POTHAMPATTI","2","Kalyanipatti",""
"0d3ffc65-fa25-42f0-a8fe-251644a9d7cb","20","Madurai","4","Kottampatti","4","CHOKKALINGAPURAM","1","Alampatti",""
"0d41e4cd-ebbc-49a5-82ce-05194eb2c3b8","20","Madurai","13","VADIPATTI","9","KUTLADAMPATTI","1","Angappankottam",""
"0d585a4b-6077-474c-8dbb-a50936ca3389","20","Madurai","7","Melur","27","SOORAKKUNDU","2","S.Arasappanpatti",""
"0da1f71d-caf0-4f37-b941-00373b068825","20","Madurai","7","Melur","5","ARITTAPATTI","3","kalkuvari",""
"0df41871-46a9-45e4-ab62-438b0be7dc93","20","Madurai","5","MADURAI EAST","19","MATHUR","4","Mathur colony",""
"0e13cc0f-01a3-4cb1-84d1-d42ecffb2d91","20","Madurai","12","USILAMPATTI","18","VAGURANI","1","Ayanmetupatti",""
"0e399f5e-7208-4506-b838-6069e7ce07c6","20","Madurai","11","THIRUPPARANKUNDRAM","12","NALLUR","3","Pappankulam",""
"0e43ae61-942f-4d82-9bf6-0ff6a1349762","20","Madurai","3","Kallikudi","4","KALLANAI","1","Achangulam",""
"0e50ab45-5341-4f47-8c90-8ab4de13a382","20","Madurai","7","Melur","12","KIDARIPATTI","4","Maapparai",""
"0e6de67b-c3d9-4863-8deb-b03e6531920b","20","Madurai","13","VADIPATTI","19","SITHALANGUDI","2","Sithalangudi",""
"0e8cf541-e3e5-4235-8a75-774b6c19f106","20","Madurai","5","MADURAI EAST","24","POOLAMPATTI","3","Valachikulam",""
"0ed26d1f-887b-471c-a109-8dca7c4ebf0b","20","Madurai","2","Chellampatti","1","A. PUDUPATTY","3","Ayyankovilpatti",""
"0f244b1e-e932-4b4a-9624-e2483496c333","20","Madurai","13","VADIPATTI","3","IRUMPADI","1","Balakrishnapuram",""
"0f62aca4-ed58-4da4-935c-d9304b4d8f73","20","Madurai","1","Alanganallur","9","CHINNAILANTHAIKULAM","1","Chinnaelanthaikulam",""
"0f6b4729-506b-4022-ba04-ae74f2e427eb","20","Madurai","2","Chellampatti","29","VIKRAMANGALAM","1","Chekkankovilpatti",""
"0f8aaf6d-beda-4cbe-8a46-ccaf6ce5d5b7","20","Madurai","12","USILAMPATTI","14","SEEMANOOTHU","3","Kokodaiyanpatti",""
"0f924e81-fe1b-4560-a4d4-3bfaac8e43a3","20","Madurai","8","SEDAPATTI","15","PAPPINAICKANPATTY","1","Pappinaickanpatty",""
"0fb31193-cf6c-42ac-b7ec-a1693b28c28a","20","Madurai","1","Alanganallur","12","KALLANAI","6","Nethaji nagar",""
"0fe458ac-5422-469f-8a2e-8115a6fcd2f9","20","Madurai","6","MADURAI WEST","13","KOVILPAPPAKUDI","2","Kovilpappakudi AD colony",""
"0fe72af9-7b39-4536-bc8a-9a6fa98786c3","20","Madurai","6","MADURAI WEST","5","BOOTHAGUDI","1","Boothagudi",""
"101dc3c3-3efa-45b8-82c3-147fea90accd","20","Madurai","1","Alanganallur","24","OORSERI","3","Rameshwaram",""
"106b35d4-d7c8-4c77-b3ef-f5701266d505","20","Madurai","8","SEDAPATTI","6","KALAPPANPATTI","2","Alinagaram",""
"10984a0c-5e29-47fc-b3f3-9bb493352467","20","Madurai","9","T.KALLUPATTI","18","MOTHAGAM","4","Mothagam",""
"10b0e6b4-665e-4c70-a21a-49c5b3d4fb52","20","Madurai","12","USILAMPATTI","17","VADUGAPATTI","4","Puthur AD Colony",""
"10bc41db-0379-44b3-a4b1-d8beb35570ca","20","Madurai","5","MADURAI EAST","30","SAKKIMANGALAM","5","Bhuvaneswari nagar",""
"10e58315-3836-407a-a9b5-7fa083e7ea54","20","Madurai","2","Chellampatti","1","A. PUDUPATTY","10","Sirupatti oathaveedu",""
"111ff7c5-d80d-4e45-b942-6da4b1d302d2","20","Madurai","4","Kottampatti","3","BOOTHAMANGALAM","10","Therkuvalavu",""
"1138d8b4-ecbf-4f73-83bb-bb05961cebc1","20","Madurai","4","Kottampatti","1","ATTAPATTI","4","Kovilpatti",""
"1151fe97-1d6e-4065-94a7-6cc8b1dca84b","20","Madurai","7","Melur","9","KEELAVALAVU","3","Edaichinnankanmaipatti",""
"11d03d19-5d00-4976-b096-1733ca469786","20","Madurai","1","Alanganallur","16","KONDAYAMPATTI","1","K.meenakshipuram",""
"11d1398f-a1b9-41a7-a3a4-232a8f0feb4f","20","Madurai","4","Kottampatti","20","SEKKIPATTI","2","Paraiyammapatti",""
"11ffab5c-5bf3-4b55-a263-38c733d4d4d3","20","Madurai","4","Kottampatti","19","POTTAPATTI","1","Ammankovilpatti",""
"122d3010-a689-43d1-ab3c-e422c6805593","20","Madurai","10","Thirumangalam","13","KINNIMANGALAM","1","Ageanathapuram",""
"122fc668-1c01-4ee3-9053-bcc3ac04fcc2","20","Madurai","5","MADURAI EAST","12","KALLANDIRI","5","Ayyanar nagar",""
"12411225-328c-484b-a10e-1425ee80b542","20","Madurai","2","Chellampatti","28","VEPPANOOTHU","12","Peyampatti",""
"126acba8-e10a-44c1-893c-87bbb94b6a81","20","Madurai","13","VADIPATTI","20","THENKARAI","7","Thenkarai",""
"12ecbfb4-e110-45f3-8901-4c4cd39b56fd","20","Madurai","2","Chellampatti","7","KATTAKARUPPANPATTY","2","Kattakaruppanpatty",""
"12f27686-3e1b-48b6-abd1-703ff0c8aed4","20","Madurai","11","THIRUPPARANKUNDRAM","24","SAMANATHAM","1","Ainthuveedu",""
"131b180a-ac62-42d7-bbe8-76d0bb29e2c8","20","Madurai","5","MADURAI EAST","12","KALLANDIRI","8","Kallandiri",""
"1358c851-67ce-48ed-a399-870f5ff9982e","20","Madurai","9","T.KALLUPATTI","18","MOTHAGAM","5","Thathamadam",""
"1368ccbf-0a59-4988-8715-13058ee761e7","20","Madurai","4","Kottampatti","19","POTTAPATTI","5","Mudukkankadu",""
"13a71a9a-4498-4f02-8f6f-1e8939b407d2","20","Madurai","5","MADURAI EAST","17","KURUTHUR","4","Othaveedu",""
"1461fbe1-5c52-4ba0-b619-d54da5599ea5","20","Madurai","7","Melur","22","PUDUSUKKAMPATTI","6","Nagappanpatti",""
"1465e5d3-8f6d-4ef6-ace6-66311e9f144e","20","Madurai","2","Chellampatti","14","PANNIYAN","5","Sivanathapuram",""
"14756f89-d44a-4164-a086-f3c510eff9fa","20","Madurai","7","Melur","25","SATHAMANGALAM","3","Meenakshi puram",""
"1478a8de-f4aa-443d-b8a4-82daf40ca206","20","Madurai","7","Melur","24","SARUGUVALAYAPATTI","4","Chathanoor",""
"14c58e8e-51f0-4e9e-b36e-e4d45c1667ee","20","Madurai","12","USILAMPATTI","15","THIMMANATHAM","2","Duraisamypuram pudur",""
"14e1f723-3669-498b-b929-a78f2358d0cb","20","Madurai","2","Chellampatti","24","SINTHUPATTY","6","S.pothampatti",""
"14f04698-60b3-4ceb-a055-5995f31caf28","20","Madurai","6","MADURAI WEST","17","PERIYAPATTI","1","Kanjarampettai",""
"15440b78-685d-44ae-a812-019e9528166a","20","Madurai","11","THIRUPPARANKUNDRAM","1","EARKUDI   ACHAMPATHU","1","Erkudi achampattu",""
"154f3c20-6dbd-44a3-86c6-9cd64c428e6f","20","Madurai","2","Chellampatti","23","SEMPATTY","9","Nadusempatti",""
"15528cf3-d508-4048-be5a-0f021bf32882","20","Madurai","6","MADURAI WEST","27","VAYALOOR","4","Vayaloor",""
"1562e084-52f9-48d9-8d7d-8a42a2c296ea","20","Madurai","4","Kottampatti","11","KODUKKAMPATTI","5","Konnapatti",""
"1569615c-d25d-4dd3-8d5d-ca38811ea599","20","Madurai","8","SEDAPATTI","6","KALAPPANPATTI","4","Kammalapatty",""
"158584a0-015b-4bff-9d8b-11a278e0e37f","20","Madurai","11","THIRUPPARANKUNDRAM","30","THUVARIMAN","2","T.pudhukudi",""
"1590280f-6416-435a-b1f4-1530196c3dba","20","Madurai","6","MADURAI WEST","26","VAIRAVANATHAM","3","Vallakulam",""
"15c77ec7-81e9-4958-8057-583e870137ea","20","Madurai","9","T.KALLUPATTI","15","LAKSHIMIPURAM","2","Solaipatti",""
"15d0a5f8-918c-4132-9d61-1e46392f3632","20","Madurai","2","Chellampatti","19","POTTULUPATTY","3","Polipatti",""
"15ea9b15-7078-494a-85e0-4aeeb95a60b1","20","Madurai","11","THIRUPPARANKUNDRAM","8","KUSAVANKUNDU","2","Koodalsengulam",""
"160365df-8964-4208-b43a-9fc21a61f54c","20","Madurai","2","Chellampatti","24","SINTHUPATTY","5","Ramasamipuram",""
"161bf379-8ba4-4e0f-8f1e-65e9790f238b","20","Madurai","7","Melur","4","ARASAPPANPATTI","7","Thandawanpatti",""
"1627674a-fe20-4b4d-8852-66b6004c2cef","20","Madurai","7","Melur","14","KOTTAKUDI","4","Pudhur",""
"162ffbf1-94ab-47ae-bfc5-91bf030b885b","20","Madurai","2","Chellampatti","26","THUMMAKUNDU","10","T.udaiyampatti",""
"1655e8d8-e1ba-44dc-9609-97da9d24ef5d","20","Madurai","9","T.KALLUPATTI","6","CHITTULOTTI","4","Indira colony",""
"1669bb45-b48c-4276-aefa-0ccea7dac569","20","Madurai","4","Kottampatti","15","MELAVALAVOO","6","Melavalavoo",""
"167c9c41-ea57-49de-a177-f6c4dc31e547","20","Madurai","5","MADURAI EAST","35","VARICHIYUR","5","Urangaanpatty",""
"16881794-a38a-480a-904e-b3886704556a","20","Madurai","1","Alanganallur","30","T. METTUPATTI","2","Karadikal",""
"16a8ee25-4641-4c92-ab34-fb8558315cd6","20","Madurai","5","MADURAI EAST","12","KALLANDIRI","6","Hari narayanapuram",""
"16be7b6c-db5a-4928-942d-5c3ee4fba9e4","20","Madurai","1","Alanganallur","16","KONDAYAMPATTI","2","K.ottupatti",""
"17075afd-7544-43ed-9e22-a9c95b732971","20","Madurai","5","MADURAI EAST","6","EDAYAPATTI","3","Rajiv Colony",""
"17131886-2373-42b5-a8be-82e930d21848","20","Madurai","11","THIRUPPARANKUNDRAM","9","MEELAKUILKUDI","1","Meelakuilkudi",""
"172857d0-69ae-44a7-85c2-8a69820533e5","20","Madurai","1","Alanganallur","35","VALAYAPATTI","4","Ramagoundanpatti",""
"172c904e-8743-47b6-912c-36c7598a4e70","20","Madurai","12","USILAMPATTI","13","RAJAKKAPATTI","3","Rajakkapatti",""
"17325f6d-80ab-405f-9c77-90428f80eb97","20","Madurai","12","USILAMPATTI","17","VADUGAPATTI","6","V.Kallupatti",""
"1754b22f-8340-4ff2-a54d-21b784e2d982","20","Madurai","2","Chellampatti","26","THUMMAKUNDU","9","T.pudupatti",""
"175f1b45-8d03-4daf-b1bc-d3c8d7c2d560","20","Madurai","5","MADURAI EAST","20","MEENAKSHIPURAM","5","Mangulam i ward",""
"1776b153-c2b4-49b3-b881-985959fe56b7","20","Madurai","7","Melur","24","SARUGUVALAYAPATTI","5","Lakshmipuram",""
"17d16c4f-44f5-4fd3-9317-c5e6171e3c53","20","Madurai","1","Alanganallur","14","KEELACHINNANAMPATTI","1","Keelachinnanampatti",""
"17f6ac51-6fd0-495c-9902-c6631bb06e93","20","Madurai","2","Chellampatti","9","KOVILANKULAM","9","Nathapatti",""
"18047563-1d05-49a7-98e2-d5b1f32f2b1e","20","Madurai","12","USILAMPATTI","16","UTHAPPANAYAKANUR","9","Uchikannampatti",""
"186798e5-7054-4a62-b0f6-accfc03edf27","20","Madurai","12","USILAMPATTI","10","NAKKALAPATTI","1","A.ayyampatti(pocchipatti)",""
"1868d718-e1ed-43f0-bf07-c3dbad66271f","20","Madurai","10","Thirumangalam","8","KAPPALUR","1","Kappalur",""
"186dc02b-1013-493b-9469-98af9bc788af","20","Madurai","13","VADIPATTI","4","KADUPATTI","2","M pudupatti",""
"1886847f-4d04-4681-af5b-ff876b875949","20","Madurai","10","Thirumangalam","23","PONNAMANGALAM","6","Puliyak kavundampatti",""
"18a74c5e-2b46-4cdf-a59e-826d965a2bd1","20","Madurai","1","Alanganallur","21","MELACHINNANAMPATTI","2","Melachinnanampatti",""
"18e368ec-ede6-4bce-a799-32abce78f83b","20","Madurai","2","Chellampatti","29","VIKRAMANGALAM","15","Vaiyathan",""
"1904da33-8bfa-401a-9d04-b998c5192d82","20","Madurai","12","USILAMPATTI","11","NALLUTHEVANPATTI","3","Linganaikanpatti",""
"1931e80a-b2a4-4041-b0d1-5100642b3f68","20","Madurai","4","Kottampatti","21","SENNAKARAMPATTI","10","Nadupatti",""
"19526fcd-e5e4-4523-9a1d-33ce2f260f58","20","Madurai","11","THIRUPPARANKUNDRAM","37","VIRAGANUR","4","Moothankulam",""
"195b20a2-b75c-46f0-851c-64231ed399da","20","Madurai","7","Melur","10","KEELAYUR","2","Kilaviparaipatti",""
"197242e8-e153-4d13-9c58-be45289f83a2","20","Madurai","8","SEDAPATTI","8","KUDICHERI","7","Samathuvapuram",""
"199a119c-f19a-48e2-b426-9769fe73dd37","20","Madurai","6","MADURAI WEST","18","PETCHIKULAM","1","Ayyanarpuram",""
"199aa865-a12b-44d9-966a-3161433831ce","20","Madurai","12","USILAMPATTI","18","VAGURANI","6","Nadupatti",""
"19f178f5-eaaf-444a-b311-fc8f6047148e","20","Madurai","7","Melur","3","AMOOR","9","Therkamoor",""
"1a0d3957-46b9-4dae-a91f-e531959b22a9","20","Madurai","9","T.KALLUPATTI","12","KOOVALAPPURAM","4","Koovalappuram",""
"1a1b223e-33f5-497e-842c-97803e1d5a77","20","Madurai","4","Kottampatti","9","KATCHIRAYANPATTI","5","Katchirayanpatti",""
"1a2bf8c0-05ea-4ba1-b4d7-d834e9876d00","20","Madurai","12","USILAMPATTI","10","NAKKALAPATTI","12","Vadi Kovilpatti",""
